,team_idx,team
9301,963,Os Marabuntas
9304,964,Leets Urban Design - Norchapa
9312,965,Bshc
9322,966,Clube Pt Zona Norte - Associados
9346,967,Ac Alfenense
9349,968,Bad Team  Raríssimas
9366,969,Vdatletas
9381,970,Do Epic Shit
9386,971,Colégio Efanor
9387,972,Tobone
9393,973,Running Stones
9411,974,Já Te Apanho
9430,975,Os Quedas
9443,976,Fontes Team
9456,977,Gasolina Sem Chumbo
9467,978,Di
9471,979,Bem Servir
9472,980,Centro De Marcha E Corrida Do Porto
9478,981,Ritual Dos Petiscos Atlethic Team
9480,982,Pp
9482,983,Tartarugas Velozes
9485,984,Não Sei Se Posso
9500,985,Team4fit
9505,986,Freaks
9507,987,Nice Racing Team
9512,988,Inimigos Do Podium
9527,989,Família Jesus
9531,990,Gym Team
9548,991,Maia Runners
9551,992,Marquês
9573,993,Team Siguritos
9578,994,Cô De Rosa
9596,995,Gin Atómico
9597,996,Trifitrofa
9598,997,Edv Vianatrail
9602,998,Cvpc
9607,999,Love You Dad
9614,1000,Amigos De Grijo
9617,1001,Suliao
9623,1002,Ko
9628,1003,Your Pace Or Mine?
9630,1004,Fitness Hut-Trindade
9650,1005,Mulhe & Xandao
9656,1006,Os Maiores
9674,1007,Guppys
9676,1008,Hangover Running
9679,1009,Puff Dadys
9687,1010,Badteamrarissimas
9692,1011,Swatcamp
9695,1012,X&Y
9699,1013,Bikes&Friends
9704,1014,Bileka Team
9720,1015,Run To Be Alive
9721,1016,Porto
9733,1017,Família Forte
9752,1018,Happyrun
9757,1019,Bem Servir I
9760,1020,Corridas Na Bila
9801,1021,Corredores Noturnos De Paredes
9820,1022,Bolt1
9834,1023,Team Siguritosmotomarretas
9843,1024,Os Bamos Lá
9861,1025,No Tomorow Running Team
9872,1026,Amigos Barcelences
9876,1027,Família A Correr
9882,1028,Os  Flecha
9889,1029,Amigos Atletismo Povoense
9910,1030,Só Nos 4 E Que Sabemos
9912,1031,Sousa Branca
9915,1032,Máquinas A Carvão
9927,1033,Shoelutions
9943,1034,Rafilga
9949,1035,Have Fun
9970,1036,Qi Porto De Ideias
10017,1037,Buéda Canoka
10035,1038,Tabula
10044,1039,Grupo De Atletas (Muito) Amadores De Ermesinde
10045,1040,Luzbaredas
10046,1041,Em Força
10065,1042,Eucleia Editora
10067,1043,Jerónimo
10077,1044,Holmes Place Running Class
10078,1045,Powerunners
10079,1046,Box Ideal Dunning Team
10081,1047,Quase Corredores
10084,1048,Atletas Douro
10085,1049,Gymrecarei
10109,1050,Trio Do Bl1
10111,1051,Torre De Gente
10119,1052,Blip
10128,1053,Os Cachos
10136,1054,Sem Nome
10138,1055,Lellos
10147,1056,Hp Sousas
10151,1057,Famarunners
10154,1058,Maratonistas Minho
10166,1059,Soares Dos Reis
10212,1060,F.Santos
10220,1061,Gordos Fc
10228,1062,Forlife
10233,1063,Clube Taekwondo Little Dragon
10246,1064,Ivm
10266,1065,Zumba Running Team
10271,1066,O Pai Da Crianca
10275,1067,Aaa
10291,1068,Demo Runners
10292,1069,Realmontanelas
10315,1070,Fcr. R.
10320,1071,Cixeiros
10321,1072,Nós
10370,1073,Clube Ana Porto
10377,1074,Mota Engil
10383,1075,Macif Portugal
10435,1076,Lemos & Carvalho
10442,1077,Endesa Runners
10450,1078,Os Fogaceiros
10451,1079,Team Alesil Aluminios
10458,1080,Chouriços
10462,1081,Running
10465,1082,Rui Magalhaes
10469,1083,Amigos De Gens
10486,1084,Chaves Runningteam
10488,1085,Ribeiro
10500,1086,Os Do Costume E Mais Alguns!
10531,1087,Arrasta O Pé
10535,1088,Savate Maia
10541,1089,Gr Estrela Bonfim
10542,1090,Noivos Braga
10553,1091,Armazém Living
10559,1092,Fitness Hut Trindade
10572,1093,Sei Lá Eu!
10574,1094,Miguel Pereira Campos
10576,1095,Prestígio
10596,1096,Hospital Da Lapa
10603,1097,Play Runners
10607,1098,Eg Runners
10625,1099,Pipb
10634,1100,Mmc Running
10645,1101,Parque Nascente - Poteeentes
10749,1102,Chantilly Girls
10755,1103,Bsb Porto
10772,1104,Life Lovers
10781,1105,Herbalifiános
10792,1106,Lagoaceiros
10801,1107,Relupa
10802,1108,Kiddos
10803,1109,Os Ciclistas
10809,1110,Ea3
10824,1111,Dreamwater
10836,1112,Us Preguissas Btt
10855,1113,Os Marretas
10878,1114,Bai K Andas
10880,1115,Armazem  Living
10883,1116,Mypartner Runners
10920,1117,Speedy Toasts
10931,1118,Pintinhos
10943,1119,Frescos & Grossos
10953,1120,#Os#Imparaveis#
10965,1121,Os Maiores Da Rua 4
10967,1122,Running Fucking Buls
10984,1123,Todo Vapor
10989,1124,Team Ap
11015,1125,Antas 2014
11019,1126,Caes Davenida
11023,1127,Motaleiteamaral
11053,1128,Amorosos
11062,1129,Hugo Silva
11065,1130,Titd
11076,1131,Raquel&Patricia Team
11090,1132,Runrun
11106,1133,Bleco
11118,1134,Ala Arriba
11120,1135,Toucourou
11146,1136,Akf Runners
11177,1137,Putinhos
11180,1138,Amor À Estrela
11191,1139,Silva S & Fernandes
11196,1140,Fast Ao Km
11203,1141,O Tó O Ricardo E Elas
11221,1142,Cuv
11232,1143,Moebius
11249,1144,Beep Beep
11273,1145,Bmac Dragão
11277,1146,Gang Das Bikes
11302,1147,Grupo Imporfase -Sistemas De Escape
11333,1148,Piursos Polares
11334,1149,M&M S
11341,1150,Qi Porto De Ideias Ii
11360,1151,Barge Moreira
11361,1152,Danelsan Runners
11368,1153,Club-Tour
11370,1154,Familia Machado
11393,1155,Sda - Centro Vegetariano
11394,1156,Colegio Efanor
11397,1157,Ferdis
11401,1158,F&H Runners
11403,1159,Bruno Madureira-Personal Trainer
11413,1160,Vieira S
11419,1161,Newrunners
11423,1162,R&B 83
11429,1163,Os Atletas
11437,1164,Temos Tempo
11442,1165,Inbiketus
11447,1166,Diana
11450,1167,Wearein
11452,1168,Chama-Me Xarope
11454,1169,Polarzinhos
11473,1170,Laborim Runners
11475,1171,Sport Club Do Porto
11490,1172,Pé Ante Pé
11500,1173,Big Father
11544,1174,Amigos Das Sapatilhas
11545,1175,Xuxus
11550,1176,Runners
11623,1177,Arrasatudo
11641,1178,Diogo E Joana
11645,1179,Free Radicals
11663,1180,Cp Its1
11668,1181,Família Prazeres
11681,1182,Nortenhos
11685,1183,Question
11688,1184,Obule
11690,1185,Costa Team
11700,1186,Aae Bnu
11702,1187,Mara Team
11721,1188,Maia Run
11738,1189,Smoked Salmon
11794,1190,Esade Alumni
11809,1191,Velocimonsters
11812,1192,Os Três Duques
11818,1193,Cruz
11831,1194,Porto Daromas
11844,1195,Servescorrer
11852,1196,Bonitos Jeitosos Rapidos
11853,1197,Os Belgas
11862,1198,Os Guimarães
11895,1199,Filho&Pai
11902,1200,Brothers
11914,1201,Azevedo
11921,1202,Refit
11931,1203,Sofia Granja
11966,1204,Moreira Relax Runners
11968,1205,Salazares
11970,1206,Pinto Da Costa
11994,1207,Matulinhos
12024,1208,Vamos La
12028,1209,Porto Running Team
12079,1210,Monteiro
12094,1211,The Runners
12096,1212,Trekking Portugal
12097,1213,A C R De Aguada De Cima E Baixo
12115,1214,Marinha
12174,1215,Personaltrainercorrida.Com
12186,1216,Oporto Squash&Running
12197,1217,Pesnuku
12208,1218,Sport Lisboa E Benfica
12209,1219,C. D. S. Salvador Do Campo
12210,1220,Atletico Da Povoa
12212,1221,Amigos Da Montanha
12213,1222,S C Braga
12215,1223,Escola Atletismo Rosa Oliveira
12221,1224,C. D. S: Salvador Do Campo
12224,1225,Csrdc Santiago
12226,1226,Acd Jardim Da Serra
12227,1227,G.D.C. Guilhovai
12239,1228,N.A.Cucujaes
12241,1229,Adr S João Da Serra
12243,1230,Espinho Runners
12246,1231,Poteeentes - Parque Nascente
12248,1232,Acd S João Da Serra
12249,1233,Ginásio Clube De Bragança
12251,1234,Clube Atletismo De Avintes
12254,1235,Boavista Fc
12256,1236,Red Line
12257,1237,Alunos De Meirim F.C.
12261,1238,Amigos Do Ponto Final
12265,1239,Nat
12270,1240,Clube Spiridon Gaia
12278,1241,Caldas De São Jorge
12279,1242,Jam Juventude Atlética Mozelense
12285,1243,Adrulsm
12286,1244,Nucleo Atletismo De Cucujães
12287,1245,C I A Argoncilhe
12288,1246,Clube De Triatlo De Perosinho
12290,1247,Vitalis
12292,1248,Vimarunners
12296,1249,Ama Associacão Mondim Atletismo
12298,1250,Na Cucujães
12301,1251,Ccjsm
12303,1252,White Running Team
12308,1253,Rpl
12310,1254,A.R. Luz Vida Gondomarense
12311,1255,F.C.Penafiel
12314,1256,Fapomed Sa
12320,1257,Clube Triatlo De Perosinho
12324,1258,Fit4fun
12328,1259,Gpe Runners
12333,1260,Invicta Runners Team
12335,1261,Academia Best Club
12338,1262,Invictus Oporto Team
12339,1263,Amigos Do Atletismo Magna
12341,1264,Run4excellence
12343,1265,Gdct Estaleiros Navais
12344,1266,Bragarunners
12347,1267,Os Dois
12348,1268,A.R De Negrelos
12349,1269,Os Bandalhos
12350,1270,F. C. Penafiel
12356,1271,Tribraga
12357,1272,Boavista F.C
12360,1273,Paços Running
12366,1274,Boteko Star
12368,1275,Amigos Ponto Final
12369,1276,Crdc Santiago
12373,1277,Amigos Do Marcio
12380,1278,Running Club Holmes Place Arrábida
12381,1279,Runners Lampassa
12384,1280,Edp Runners
12385,1281,Rcm Etiquetas
12388,1282,Acr Conde
12392,1283,Os Antunes
12400,1284,Trinca Metas
12402,1285,Clube Millennium Bcp
12404,1286,G.D.C.Codal
12412,1287,Nucleo Atletismo Vila Real
12415,1288,Adrlce - Associação Desportiva Rio Largo Clube De
12425,1289,Academia Fernanda Rbeiro
12431,1290,Afrikan Runners
12439,1291,Dolce Vita Porto
12442,1292,Liberty Seguros Urbanatletas
12453,1293,Clube Pt Aveiro
12455,1294,Ama Associação Mondim Atletismo
12467,1295,Mulhacen3479
12474,1296,Amigos Da Quinta Das Freiras
12477,1297,Tiki Taka
12479,1298,Confraria Da Bike
12484,1299,Running Ideal
12485,1300,Clube Novo Banco - Delegacao Norte
12492,1301,Senhora Da Hora Running
12495,1302,4 Runners
12502,1303,Caes D'Avenida
12503,1304,Clube Banif
12508,1305,Feirense
12512,1306,Associação De Solidariedade Humanitária De Monte C
12515,1307,Mex.Te Clube Corrida
12519,1308,Centro Recreativo Estarreja
12522,1309,Irmaos Carvalho
12523,1310,Fogaças Com Malapos
12530,1311,Indústrias Do Norte
12536,1312,Marcha-Atrás
12537,1313,Ama-Associacão Mondim Atletismo
12539,1314,C'Mon Runners
12543,1315,Mota-Engil Runners
12544,1316,Wellness Runners By Purefit
12550,1317,Salgueiros
12565,1318,Novumdux
12574,1319,2run4 Guidedogs
12580,1320,Joana Miguel
12581,1321,Irun2u
12584,1322,Familia Cunha
12601,1323,Invicta Runners
12602,1324,Cenas Running
12604,1325,Colegio Julio Dinis
12608,1326,Faup Running
12613,1327,Ccdt Cm Gondomar
12622,1328,Afis-Ovar
12623,1329,Mchn Runners & Walkers
12628,1330,Adcrpj
12642,1331,Arouca
12645,1332,Azevedo & Albuquerque
12656,1333,Ginasio Clube Santo Tirso
12657,1334,Ramalho
12665,1335,Nice Runners
12675,1336,Cdcr Ctt Porto
12692,1337,Clube Praças Da Armada
12693,1338,Mocidade S.Gemil
12696,1339,Piresbraga
12697,1340,Matos Oliveira
12708,1341,""" Os Amigos Papa Milhas """
12717,1342,Palmeirarunners
12721,1343,@Venida Caffé
12722,1344,Vitalis  Vidaativa
12734,1345,Sempre A Rolar
12749,1346,Trifitrofa C.F.T.
12750,1347,Running Urban-Fit
12751,1348,Corredores De Strada 2
12754,1349,Kunalama Adportela | Rota Do Românico Em Btt
12759,1350,Living - Tiago Cadete
12761,1351,Boavista F.C.
12770,1352,Ama - Associação Mondim Atletismo
12776,1353,A.D.Amarante Trail Running
12777,1354,Grupo Desportivo Banco Bpi
12782,1355,Gangue Das Maças
12786,1356,C.A. Gaienses Toyota
12793,1357,Cpl Runners
12800,1358,Ernesto São Simão
12804,1359,Corredores Nocturnos Paredes
12809,1360,Faurecia Runners
12824,1361,Família Sá
12832,1362,Maia_Northsiderun
12833,1363,Groupfix
12837,1364,"Bonitos, Jeitosos E Rápidos"
12838,1365,Equipa D-Di
12843,1366,30over30marathon.Org
12850,1367,"Os ""Cenas Running"""
12872,1368,Papaléguas
12883,1369,Maia Northside Run
12885,1370,Gaviões
12910,1371,Happy Place
12913,1372,Joaozinho
12916,1373,Os Cordões
12940,1374,Figas
12941,1375,Cmmcp
12953,1376,Turistas2
12955,1377,Rp Runners
12961,1378,Urbanatletas
12963,1379,Amigos
12966,1380,Drolls
12968,1381,Associação De Diabéticos Açorianos-Ac
12980,1382,Jota96
13029,1383,Crédito Agricola
13043,1384,Em´Força
13060,1385,Solinca Running Club
13061,1386,Revans Rivens
13083,1387,Varzim Triatlo
13085,1388,Invicta Runners Taem
13093,1389,Afrikanrunners
13109,1390,Befitness
13121,1391,Todos Ao Molhe
13130,1392,Israel Ribeiro
13132,1393,Run 4 Fun
13135,1394,Araujos
13143,1395,Amigos Parque Biologico
13183,1396,Nundá
13197,1397,Genius Runners
13202,1398,Rodas Tortas Btt
13209,1399,#Mirras
13217,1400,Arquiconsult Runners
13221,1401,Pernetas
13230,1402,Leões Da Guarda
13239,1403,Maria Francisca Guimarães Machado Fernandes
13240,1404,Devscope
13248,1405,Esefex
13250,1406,Runners And Walkers
13258,1407,Central Team
13264,1408,A D Esmeriz Running
13267,1409,Virgin Active Porto
13270,1410,Rui Mary
13275,1411,Familia Rocha
13277,1412,Run4f?Der
13282,1413,Multifracção
13293,1414,Papa Run And Mama Runs Too
13307,1415,Jantar Dos 13 Ou O...
13312,1416,Calheiros Runners
13330,1417,F& Se
13334,1418,Never Give Up
13350,1419,Anonymous Prosports Challenger
13353,1420,Noctiluzes Ligeirinhos
13354,1421,Boteko  Star
13368,1422,Pinto Ferreira
13373,1423,Ambos Os 2
13381,1424,Seven
13382,1425,Bamosbuber
13385,1426,Correr Sem Cair
13397,1427,Restaurante Casqueiras
13412,1428,Hotel De Guimarães
13414,1429,Fdp Dream Team
13415,1430,Arpo - Os Santa Apolónia
13425,1431,Família Casta
13426,1432,Optica Médica Do Candal
13428,1433,The Lone Runner
13430,1434,Cmdpess
13434,1435,A-Team
13439,1436,Donos Da Estrada
13459,1437,Mourebtt
13464,1438,Portocargo
13471,1439,"""Os Amigos De Grijó"""
13480,1440,Realamortie
13487,1441,Caldas De S. Jorge Sport Clube
13505,1442,Dhl
13514,1443,Barbatonas
13519,1444,Ottorunners
13522,1445,Perna Curta
13533,1446,Wellrunner
13539,1447,Os Hiperativos
13552,1448,Sala´S Family
13578,1449,Team Mama Muxima
13584,1450,Arejarocapacete
13587,1451,Lebres Do Sado
13590,1452,Estrela Azul Running
13593,1453,Team Inês
13600,1454,Café Monteiro
13603,1455,Amiugos2
13609,1456,Almeidas
13610,1457,Code
13620,1458,Friends
13624,1459,Meias Sangrentas
13625,1460,277
13644,1461,Indevidual
13669,1462,Ironman Team
13705,1463,Rundora
13707,1464,Biketeknictrack Nvending
13712,1465,Extreme Academy
13721,1466,C.D.C. Navais
13730,1467,Darateam
13733,1468,Trofa
13745,1469,Personal Trainer Holmes Place Arr
13746,1470,As Lesmas Do Running
13747,1471,Personal Trainer Ricardo Soares
13748,1472,Gangue Das Maçãs
13758,1473,Duo
13773,1474,Minions
13777,1475,Omatasede
13795,1476,Os Fugitivos Da Crise
13818,1477,Swagteam
13828,1478,Só Mais Um
13838,1479,Mega Reumaticos
13874,1480,Caminhantes De Sap Pedro
13881,1481,@Venida Team
13892,1482,Ninja Team
13897,1483,Ct Smas Porto
13900,1484,Colégio D. Duarte
13902,1485,Daylight Runners
13933,1486,Liberty Seguros Corridas De Pernas Pro Ar
13935,1487,Corridas Na Bila - Vila Real
13937,1488,Ofrunning
13952,1489,Grupo De Carnaval Pindéricus
13953,1490,Perdi O Táxi
13964,1491,Os Manos
13976,1492,Idee Team
13984,1493,Almada Lobo
13998,1494,Barrinha Surf School
14004,1495,Maiatos
14007,1496,O Pai Já Vai .
14010,1497,"Alesil Aluminios, Lda"
14012,1498,Familia Resende
14017,1499,Atc - Triatlo Caminha
14043,1500,Run Pinto
14048,1501,Tropa Do Mal
14056,1502,Cnp
14065,1503,A Correr Por Ti
14078,1504,Tai Runners
14127,1505,C C Alfandega Do Porto
14140,1506,Birigui
14144,1507,Running Urban Fit
14178,1508,Os Cavalos
14184,1509,Asapar Team
14186,1510,Tripla Forma
14217,1511,Li Fung
14221,1512,Running Outdoor
14230,1513,Azulaico
14252,1514,Roda Dos Ventos
14263,1515,Grupo Desportivo Leoes Do Veneza
14269,1516,Baikandas
14281,1517,Servico De Sangue - Sao Joao
14291,1518,Familia Salgado
14303,1519,Grupo Carnaval Pindéricus
14314,1520,Montepio
14327,1521,Mendes & Mendes
14330,1522,Team Excel
14333,1523,Vilar Rt
14346,1524,Lima Lemos
14348,1525,Best Partners
14367,1526,Lycee Francais International De Porto
14373,1527,Maia North Side Run
14378,1528,Ivm Team
14383,1529,Crossfit Cubo
14402,1530,Fica Pra Proxima
14420,1531,Geadas Running
14424,1532,Vaiíndo Keujá Tapanho
14440,1533,Os Silva
14445,1534,Solitários
14452,1535,Novais
14469,1536,Clube Btt Matosinhos
14475,1537,Pessoalfixe
14518,1538,Imparáveis
14531,1539,Os Maratonistas
14545,1540,Agp
14575,1541,T-Rex
14576,1542,Grupo De Xadrez 113
14613,1543,Croquetes
14624,1544,Cães D'Avenida
14641,1545,Confraria Trotamontes
14671,1546,Master.D
14676,1547,Jeronimo
14697,1548,Superinxs
14716,1549,Ccdfpjp
14724,1550,Monteforno
14727,1551,Caga Tacos Running Team
14744,1552,Lambetas
14770,1553,Fcp
14773,1554,Os Catita
14809,1555,Ama  Associação Mondim Atletismo
14819,1556,Liberty Seguros A. D. Amarante
14844,1557,Amigos Da Sofia
14846,1558,Joazinho
14854,1559,Amigos Vale Silêncio - Norte
14859,1560,Breathless
14863,1561,Alpe D'Huez
14871,1562,Clinica Sorrisos Perfeitos
14879,1563,Os Mau Feitio
14888,1564,#13
14961,1565,Dhl Runners
14966,1566,Slmdesign®
14969,1567,Cineup
14970,1568,Vialfer
14984,1569,Liberty Seguros João
14992,1570,Alientech Team
14999,1571,Os Flechas
15000,1572,Porto Cycling Team
15002,1573,Areal 70
15004,1574,Us & Others
15009,1575,Os Traquinas
15021,1576,Run4funteam
15033,1577,Genius
15036,1578,Elite Team
15049,1579,Wolves
15051,1580,Keep Running
15070,1581,Luis
15073,1582,Perdi O Taxi
15080,1583,Indivbidual
15083,1584,Seven Team
15103,1585,Clube De Praças Da Armada
15104,1586,Gonksys
15105,1587,Bike Family
15134,1588,Anita&Moura
15157,1589,Miúdos & Graúdos
15159,1590,Lascasas
15201,1591,Polarzinho
15212,1592,Olha O Paizão
15231,1593,Norsecur
15244,1594,Let's Do It
15246,1595,Os Puxa Pra Trás
15251,1596,Familia Carvalho
15270,1597,Alfa Runners
15282,1598,Rittal
15291,1599,Casa Do Pessoal Rtp
15300,1600,Correia De Sousa
15307,1601,Suliaolda
15310,1602,J&G
15349,1603,Picoto Runners
15357,1604,Manos Rt
15375,1605,Keep.Running
15406,1606,I3s
15407,1607,Banco Popular
15413,1608,Hp Arrábida
15431,1609,M&M´S
15432,1610,Maias
15440,1611,Kangaroo Runners
15456,1612,Brownie Power
15459,1613,Iberdrola
15489,1614,Rmaf
15495,1615,Eidh
15516,1616,Gang
15519,1617,Dói-Me Tudo!
15528,1618,Run4fun Team
15547,1619,Npl
15557,1620,Mulhé & Xandão
15565,1621,2dt Runing
15578,1622,Paradoxo Astral
15596,1623,Já Fomos Muitos
15632,1624,Pé No Chão
15636,1625,Weekend Runners
15637,1626,Ufirst
15647,1627,Saídos Da Casca
15653,1628,Gpb
15659,1629,Devagar Se Vai Ao Longe
15666,1630,Cucamimi
15670,1631,Bicademia
15675,1632,Tokaandar
15681,1633,Nanium
15692,1634,Osnofa & Jonas
15700,1635,Grupo Do Avelino
15724,1636,Parjovem
15726,1637,Walkers
15762,1638,Alvatrail
15774,1639,Pésnukú
15776,1640,Children Of The 80s
15780,1641,Emforca
15781,1642,Emforça
15800,1643,Bela Team
15806,1644,Pinguim
15813,1645,Amoras
15827,1646,Carsusi
15828,1647,Run Gandarela
15846,1648,Coração De Lebre
15874,1649,Bikes & Friends
15880,1650,The German's
15902,1651,Fernandes + 1
15906,1652,"Papa Run,Mamma Run Too"
15909,1653,Anda Cá Pai!!
15918,1654,As Setas
15944,1655,Fr
15948,1656,Antas 2015
15955,1657,Hp Boavista
15983,1658,Corredores De Strada
16003,1659,Cães Avenida
16006,1660,Equipa Maravilha
16017,1661,Carla&José
16029,1662,Guimarães Corre Corre
16040,1663,Lousadaruners
16049,1664,Lisporto
16068,1665,Kawaii Gods
16079,1666,Uh Lá Lá
16087,1667,Apnep Runners
16090,1668,Nacional
16093,1669,À Procura Da Meta
16129,1670,Vitalis  Os Ílhavos
16136,1671,Portorunners
16139,1672,"Papa Run, Mamma Run Too!"
16159,1673,Colinho
16177,1674,Badochas Runners
16198,1675,Brigada Das Minis E Sapatilhas
16242,1676,Avelino
16248,1677,Maiarun
16253,1678,Castros
16281,1679,Os Três Duques -1
16296,1680,Michel
16310,1681,Millenniumbcp
16322,1682,Monteiro's
16324,1683,Viriathvs Runners
16467,1684,One More Mile
16481,1685,Nutribarrosas
16487,1686,Andarilhos
16490,1687,Família Gonçalves
16516,1688,O Quinteto Fantástico
16522,1689,Lima
16525,1690,Bora
16542,1691,Lutadoras
16551,1692,Teixeiras
16576,1693,Snail Fit
16590,1694,Migalhas
16614,1695,60 Minutos E Casamos!
16615,1696,Runlovers
16616,1697,Dl Runners
16623,1698,Bruna & Co
16639,1699,Vilar
16651,1700,Chappie
16657,1701,Clube Futebol Oliveira Douro
16674,1702,Crudebtteam
16704,1703,Amigos Do Marcio 1
16733,1704,Familia Costa
16760,1705,Os Leceiros
16781,1706,Bitious
16809,1707,Loulu
16831,1708,Rmcosta
16834,1709,Portelinha
16906,1710,Sertã
16925,1711,River Team
16927,1712,Marcia Pinto
16942,1713,Happy Place 2
16954,1714,Maia A.C.
16957,1715,C. D. S. Salvador Campo
16965,1716,Carolina E Inês
16967,1717,Gd Airão Curvia
16969,1718,Grupo De Bombos ´´Os Cordovenses´´
16977,1719,Central Runners
16979,1720,Ccd/Apdl
16985,1721,A. R. Luz E Vida Gondomarense
16988,1722,Vitoria S C
16997,1723,N.A.Cucujães
16998,1724,Douroconta
16999,1725,Adrulsm-Brasinhas
17001,1726,S João Da Serra
17002,1727,Família Gomez
17003,1728,G.D. Pinto & Cruz
17004,1729,Figueiredo´S Runner´S And Friends
17006,1730,Petro Basto
17011,1731,Águias De Alvelos
17015,1732,Claudia Gomes Cabeleireira
17020,1733,Blasqem Runners
17023,1734,Vivalley Runners
17026,1735,Gd Limpeza Urbana - Cmp
17029,1736,Amigos Da Picua
17031,1737,Sport Clube Beira-Mar
17032,1738,Jam - Juventude Atlética Mozelense
17037,1739,Sao Salvador Do Campo
17039,1740,Ccd Preh Portugal
17040,1741,Sprintolos
17041,1742,Amigos De Penafiel
17042,1743,Walky
17043,1744,Associação Mondim Atletismo
17046,1745,Tatanix Athletic Team
17049,1746,Liberty Seguros Maia Ac
17061,1747,Ccd-Apdl
17065,1748,Amigos Do Márcio.. Bora Vera Bora!
17068,1749,Urbanfit
17077,1750,Lusitanos
17078,1751,Aguias De Alvelos
17080,1752,2slow4run
17081,1753,Beat- Loja De Desporto
17082,1754,Jofebar
17086,1755,Gdctenvc
17087,1756,Os Bandalhos - Plano E
17088,1757,F.C.Parada
17092,1758,Afis/Ovar
17094,1759,Beat Loja De Desporto
17096,1760,Jpaiva / Paramáquinas
17098,1761,Liberty Seguros Vieira Pinto Seguros - Liberty
17104,1762,Athelete Power-Fit4fun
17108,1763,Powerboost
17119,1764,Airórun
17120,1765,Grupo Desportivo Leoes De Veneza
17127,1766,Força Na Canela & Purefit
17132,1767,Kemedo Team
17137,1768,Beat-Loja De Desporto
17146,1769,Familia Araujo
17154,1770,Clube Novo Banco
17162,1771,Lousadahotwheels Runners
17166,1772,He
17168,1773,Hs Trail Team
17175,1774,Cães D Avenida
17179,1775,Team Bravos
17187,1776,Boa Vista F.C
